7892001;51201
7892103;130000
7924025;35000
7950083;52010
7988002;77000
8023056;51008
8024082;80521
8024055;168200
8024052;169855,42
8071002;25004
8074066;141000
8084123;75000
8094020;192399,81
8094021;192399,81
8095009;65000
8095006;90550
8110162;20675
8116106;40000
8116066;66000
8116062;75000
8135041;103000
8166018;70675
8182117;70000
8212163;70500
8233061;91000
8237023;20000
8237001;32000
8249167;30000
8249028;50000
8272155;34989
8272001;65000
8309167;77300
8321126;2100
8321143;85200
8328038;4341
8328048;20000
8328039;60195
8348036;72734,78
8366029;30600
8366028;40000
8366022;69000
8385102;80000
8389110;2128,57
8403121;2000
8422145;3000
8425001;50000
8440109;20000
8442081;80000
8442077;80300
8442072;87008
8442060;87221
8443134;5000
8446120;2200
8446150;25000
8453168;40000
8454085;85000
8456149;100000
8471044;71000
8477135;2300
8484059;62215
8503027;2200
8503108;2500
8503163;55000
8510058;15000
8517067;35000
8517042;40000
8524146;41500
8524143;50100
8524138;55000
8533132;18500
8539086;40001
8539057;50115
8552055;40000
8552062;40000
8562116;55200
8570154;40000
8570036;52081
8578019;50000
8579031;50000
8579090;50000
8579091;60000
8585163;50100
8585166;55500
8585160;60000
8613086;5261
8613164;52800
8613029;53700
8613018;60000
8613165;117000
8618007;3000
8618129;3000
8618132;49000
8618142;60000
8618013;70250
8618008;93569
8635062;31250
8641005;3000
8641109;70000
8641083;110000
8651019;100776
8662001;51000
8675095;10700
8675054;11000
8675099;52000
8675017;53700
8690017;3001
8690033;60000
8690125;60000
8695091;21343,04
8695126;42500
8695143;45637,99
8695142;50000
8709091;47304
8715097;48300
8715024;60000
8722048;48921
8722082;50000
8728014;40800
8731011;5000
8731042;35000
8731050;45000
8731037;55000
8735016;5000
8735083;5000
8735017;75000
8739131;80000
8748024;13201
8760164;13201
8760022;65000
8768063;9860
8768010;26000
8780165;75180
8785012;20000
8785141;48111
8791060;45000
8791059;50000
8793133;6000
8793085;30000
8793077;40000
8803094;12500
8805043;35500
8816117;2500
8816115;25000
8816161;28001
8816146;31500
8816006;35000
8816004;40000
8821119;40000
8822108;40800
8835066;42000
8842038;30000
8842089;40000
8842034;60000
8842032;81753,57
8851054;70500
8851019;100000
8851064;100000
