7890077;70500
7890023;73001
7890004;75001
7892021;20000
7910058;5100
7924096;29325
7946160;72000
7946157;82001
7999104;135000
8002056;62000
8028046;73950
8046062;55186
8071126;60000
8071051;70010
8071050;73000
8071049;75000
8110039;50000
8116002;125500
8119046;10000
8166037;70000
8166039;70000
8193062;3000
8212142;72000
8233056;100500
8348042;80000
8353126;41449,04
8374124;2100
8385051;5000
8385067;6000
8415003;30000
8425041;5000
8441032;3000
8441091;25000
8441074;30000
8449118;3000
8454139;4400
8454138;45000
8456069;2200
8483013;2200
8484133;30000
8532023;38888
8541166;80000
8541167;80000
8543097;55000
8557036;180000
8568164;13000
8570053;57500
8578094;61500
8579098;60000
8590065;5261
8590070;5261
8590088;55100
8595102;55102
8608045;70500
8641051;48300
8641054;55000
8651044;10000
8670167;40000
8670166;48000
8670157;90000
8674014;12000
8674011;15100
8675117;30000
8710013;90000
8745121;60000
8759144;40000
8773104;53225
8785124;2500
8785135;21685
8785104;28500
8785103;40000
8785133;40001,5
8785127;40100
8792167;30000
8798094;10000
8803039;57275
8816128;90000
8821106;70000
8822118;30005
8822128;50000
8835112;5000
8835122;61000
8836154;13000
8836048;18353
