7916143;13590
7936060;70000
8024145;68000
8084022;30000
8094132;94096
8135002;200000
8161110;21000
8173038;37500
8173037;50000
8182078;76800
8292007;2038,11
8321028;20003
8346142;21000
8346081;140000
8353095;2400
8353025;55000
8366137;2200
8389158;2150,07
8405100;31785
8453101;67000
8456031;2200
8463009;40000
8477160;5000
8477153;60000
8477149;61200
8483142;2200
8550014;100000
8550008;110000
8557023;2500
8557022;30000
8568101;3000
8595104;60000
8608083;10000
8618165;31531
8641168;9600
8641101;70500
8662016;50000
8664081;7410
8664071;10000
8664090;51000
8681001;10000
8681151;31500
8695021;47304
8715072;40000
8739003;120000
8768146;47550
8773013;50201
8773018;50201
8792003;83000
8793124;48500
8793123;50000
8798001;15000
8826075;40000
8826077;80500
8834160;100000
