7916058;19512,2
7918108;70000
7918011;80000
7970006;28000
7984093;30000
7984094;30000
7999040;50000
8095036;50000
8194105;25000
8214047;110000
8237006;24320
8272127;75000
8309010;20000
8346083;80000
8449023;41905
8453114;60200
8453025;88001
8532019;41600
8562023;2265,15
8562025;15600
8562024;26001
8562060;50000
8579154;80704
8586021;2035
8618004;40001
8618001;50000
8626022;60000
8635049;35000
8651081;2135
8664110;80000
8760062;51222
8791042;70000
8793152;29268,3
8806096;47090
8834087;30000
