7892014;25000
7910106;12000
7941022;50100
7946008;30675
7946006;32000
7946091;105000
7974010;55000
7988067;40100
7988064;46000
7999145;105000
8023139;50000
8042013;197500
8042036;197500
8042092;197500
8046078;40000
8046077;50000
8084093;104000
8116047;90100
8116009;123500
8134044;33530
8173087;32232
8182058;110000
8233158;42150
8237136;105000
8249057;45027
8292001;40000
8301122;60000
8301112;80000
8346103;50000
8346102;52000
8374022;35001
8374091;67500,64
8385094;2200
8422068;65000
8425129;2200
8425064;30000
8443121;40001
8456079;2100
8456087;20000
8492024;39450
8520019;90000
8524010;2200
8533054;35000
8533047;36000
8541015;10000
8550017;98800
8557035;7000
8557030;20000
8557116;50000
8557117;50000
8570043;15273,28
8613103;50000
8626012;10000
8626161;50000
8630071;49000
8651137;8000
8654031;10200
8655081;50111
8675037;49000
8681166;55000
8695069;57200
8695055;60500
8695053;61234,56
8695097;80000
8695095;114240
8768095;60000
8773096;10000
8773047;50201
8791147;100776
8793017;40500
8798158;33514,24
8798167;80000
8798160;110000
8805149;30000
8805147;31000
8806084;49100
8806074;53000
8842003;42571,43
