7893003;89200
7900006;25000
7911126;65000
7921066;50000
7923160;40000
7923156;40700
7929134;20000
7932040;4001
7943104;40000
7952134;94400
7972102;60500
7973126;55555
7975015;20000
8010097;82000
8022147;62180
8026021;35000
8063073;67100
8088124;20000
8093160;192399,81
8097062;15000
8097016;25000
8097012;30000
8106004;40000
8114057;5675
8138083;30250
8143047;65000
8144105;36200
8144101;45380
8158141;34530
8159147;4401
8164075;80000
8167083;40000
8172118;90300
8188062;8000
8197006;15000
8215110;15000
8215113;40100
8218093;25000
8218090;30000
8221138;16000
8234101;41000
8251011;30000
8254098;15000
8297104;2500
8297111;4000
8358151;2128,57
8358147;2300
8358154;2500
8361119;3000
8371157;47544
8382048;30000
8382041;50000
8392168;38115
8397134;3000
8398041;22000
8411011;6000
8411027;110000
8413010;30000
8435135;30001
8438162;44000
8444032;5400
8460041;70000
8467073;108300
8493153;2200
8509004;28000
8513071;50000
8521100;60000
8522088;59280
8553118;8755
8553119;40000
8554157;40000
8566002;7500
8580083;5000
8582075;14000
8582074;41000
8582113;52000
8583063;45000
8583043;96000
8594104;3000
8610159;2500
8621159;1000
8627145;25001
8629014;2500
8649062;80000
8649057;160000
8652001;20500
8661066;57690
8679017;5000
8685165;5200
8689051;18000
8689096;93700
8696062;45000
8714035;63618
8716154;38000
8717104;5100
8718101;100440
8719008;40200
8720152;65000
8729044;71000
8730042;58000
8730032;85000
8738061;35000
8757146;50000
8764025;61900
8764022;91633
8795160;42000
8796167;10000
8797159;70008
8799072;55001
8802102;40476
8804161;26007
8807007;70000
8823012;25000
8823024;31000
8839145;30100
8841102;65000
