7918121;65000
7941043;50000
7959095;89280
7970039;24000
7970153;70000
8046134;20000
8074089;100000
8214154;55000
8249001;40000
8422113;61258
8532110;2150
8533144;5000
8539100;15000
8539098;40001
8543020;75500
8578049;30000
8578062;55300
8578106;60100
8578105;61000
8595091;80000
8604160;65000
8618104;72000
8622099;130000
8626115;5261
8630011;5261
8655104;5015
8655093;7000
8655074;57730
8678093;60000
8695102;150000
8710144;70025
8710074;91080
8715158;29346,43
8731095;15100
8769161;34057,14
8803139;60100
8821168;50000
8822060;61256
