7901086;51500
7910087;40100
7918087;70006,5
7924088;30000
7936143;63200
7946012;30000
7950132;45001
7984044;56000
7988083;34999
8024089;80001
8024039;88000
8028034;75000
8074062;100000
8094090;200000
8110168;20000
8110088;45000
8134141;200000
8166146;57471,43
8173148;11003
8173073;33222
8179093;94096
8182139;61005
8194160;21000
8194060;30000
8214153;40000
8214084;83001
8249152;2128
8249035;50000
8272154;35001
8272010;60000
8272029;60000
8282114;5200
8282072;35077
8292155;2000
8292032;10000
8301166;25572
8301083;80000
8309036;97006
8328054;2380
8328077;45000
8328052;51000
8336140;10000
8336114;30000
8336061;50675
8346161;110000
8353152;2300
8405069;30000
8405049;35000
8440034;40000
8442091;73250
8443166;2500
8443163;3000
8443029;4300
8446001;3000
8446162;50000
8446156;50200
8453165;42000
8454002;30000
8454001;35000
8454094;50000
8454091;70000
8471150;60000
8471149;61015
8477028;55000
8477027;55521,5
8477022;65000
8477020;67000
8477011;80114
8477006;82500
8483043;40000
8484117;30999
8484105;33200
8484102;35100
8484064;60000
8492162;85100
8503081;30000
8503089;73169
8503096;75001
8512124;21200
8514059;30000
8514159;93000
8532085;30100
8532080;35000
8533037;45000
8533153;79821
8550082;80000
8557167;80152
8562054;20000
8562015;35000
8579161;40000
8579051;52750
8579052;69850
8585156;41900
8585155;49179
8585049;55500
8585035;59100
8590025;2200
8590110;90000
8595081;5261
8613160;2000
8613159;2500
8618024;48690
8622021;32000
8626060;40000
8626075;54000
8630113;40122,5
8644083;2400
8651005;2000
8651092;2050
8651054;51000
8651114;60000
8651085;65000
8651093;70000
8670148;8000
8670114;15000
8670113;20000
8670111;50000
8670130;50000
8674097;41000
8674120;65000
8675042;30000
8675133;54500
8695148;15013
8695123;41000
8698111;17000
8698006;47304
8698108;57180
8710168;10130
8710007;63618
8715153;31500
8722041;50220
8722040;55140
8722121;67230
8728031;10000
8731008;14000
8731085;70200
8731153;80000
8735037;50000
8739045;80001
8743143;61500
8745058;40100
8745052;51100
8759035;5100
8759044;80100
8760098;15305
8760149;30000
8768037;20008
8769045;40200
8769041;51100
8769019;55000
8769010;85142,8
8773122;70150
8773121;72000
8773120;109835
8780134;36000
8780111;44700
8780160;82000
8785003;35000
8791134;50201
8792023;40000
8792031;40000
8793151;31000
8798141;46000
8798056;59100
8805014;24550
8805086;50000
8816062;30000
8816066;30000
8816064;35000
8816060;48000
8821056;70030
8821055;70100
8821051;73600
8821050;74800
8822064;61000
8826054;9500
8826053;34000
8826057;50500
8826124;60000
8834078;30000
8834009;65000
8835011;25000
8835072;30000
