7890160;60000
7892057;130000
7901136;50000
7901139;50000
7918030;77135
7946079;12000
7988013;65000
7999054;142500
8024060;102652
8042143;92500
8042065;197500
8094110;99000
8094109;100000
8155068;5000
8155060;10000
8161017;50001
8161011;80001
8166075;61000
8179079;98000
8182030;90000
8182050;150000
8182049;155100
8212091;86300
8212039;90000
8237110;105010
8252076;80500
8272068;100500
8282012;40001
8328136;45000
8346146;15000
8362082;3414,63
8374048;33333
8374036;34900
8374034;35000
8385088;25000
8385134;40000
8389091;6000
8389093;21000
8389088;50000
8405083;55000
8415017;2200
8441069;3000
8441148;130010
8442135;65000
8442139;65000
8446082;20000
8446087;50000
8446100;50100
8446088;100000
8446083;110809,04
8453138;50000
8454166;2000
8456027;10000
8456022;40000
8471101;70000
8471010;88000
8471002;91000
8477167;14000
8477101;85000
8483001;20000
8483045;40000
8484120;30000
8484088;55000
8496058;50000
8496046;50001
8496040;50100
8503043;5000
8524088;2200
8524096;2200
8524071;11000
8524091;20086
8524093;30000
8533097;33222
8543154;20000
8552154;7022,58
8552160;40000
8557137;25000
8557163;162300
8562045;55500
8585072;50700
8586132;60000
8595105;30000
8622043;1600
8626045;121000
8630144;20000
8630167;60100
8630143;117000
8654004;12000
8662135;50200
8662133;73000
8662100;75000
8664101;55610
8675057;11000
8675064;60000
8678070;48270
8678060;59280
8678162;60500
8678018;70000
8690133;60675
8695004;62100
8702005;48687
8702004;51000
8709028;49200
8709041;60008
8709022;65910
8722077;61501
8731048;6005
8731137;12000
8735126;31000
8735008;50000
8735102;50008
8735101;51000
8743156;30000
8743054;30500
8743055;55000
8745096;28050
8748037;13201
8748009;15000
8748006;60100
8755155;40000
8755153;43216
8759150;60000
8759090;63000
8760127;10000
8760080;15000
8760079;27300
8768047;15000
8768087;90000
8769076;25000
8769072;31100
8769081;47100
8769080;60000
8780027;30000
8780036;45000
8785146;30111
8793089;21000
8798022;40000
8798066;51510
8803095;37000
8805073;55000
8806031;25000
8806012;65000
8826135;6000
8826132;80000
8834150;32000
8834061;65702
8835077;60010
8835114;77500
8835113;86000
8835073;100000
8836034;30000
8836112;55000
8836059;72100
8842022;48000
8842019;50201
